528	857	145	336	210	279	596
361	171	83	366	698	61	534
574	274	924	841	43	474	245
626	676	286	759	321	740	830
56	275	284	727	431	6	732
984	542	830	819	308	947	446
161	641	953	788	579	510	117
477	664	650	917	737	759	519
816	87	505	640	344	14	226
870	367	676	751	889	754	458
69	913	208	791	123	622	92
190	200	517	386	671	229	561
447	917	199	728	890	389	663
343	663	160	631	915	400	406
714	877	21	772	242	936	582
407	419	876	276	646	853	563
921	796	332	359	399	355	289
111	17	823	399	585	596	656
522	16	10	824	866	255	833
902	370	10	518	536	205	172
119	533	477	40	363	779	360
725	624	887	586	302	635	994
610	21	97	397	933	78	7
268	589	942	855	283	829	106
24	864	690	185	439	233	995
268	376	375	936	10	360	705
632	536	413	410	941	767	270
590	536	203	560	912	437	4
397	555	804	891	670	962	376
959	613	385	52	723	876	62
283	76	138	328	586	350	854
899	133	950	32	228	155	509
495	582	555	55	831	74	90
517	577	965	926	671	46	495
164	695	39	549	311	742	887
118	320	211	321	903	558	949
488	454	930	607	327	991	385
57	593	502	758	373	501	244
559	774	756	945	1	990	908
238	492	711	965	868	410	181
130	382	83	833	174	281	478
374	549	332	171	141	505	42
374	804	83	91	776	747	158
910	425	172	862	716	628	898
995	967	722	998	185	320	959
402	111	295	752	472	112	153
156	707	127	90	471	736	600
767	541	612	153	591	399	681
940	497	654	366	323	445	255
461	607	85	542	155	641	942
709	98	630	89	513	675	231
497	49	306	877	254	250	34
443	724	214	840	256	484	853
404	844	313	403	225	766	100
843	291	271	577	125	588	288
77	66	512	837	34	756	76
124	490	530	581	669	216	908
85	640	66	48	225	998	251
927	686	148	745	159	225	592
110	996	598	98	675	620	725
178	450	224	635	785	341	896
654	455	210	616	795	893	189
860	624	50	114	671	268	692
595	639	361	954	833	755	944
307	997	474	852	375	831	376
31	319	581	149	323	642	58
359	359	523	508	444	425	538
903	448	117	401	682	627	398
159	589	751	583	548	77	757
941	818	116	187	639	673	784
53	385	768	242	940	623	486
667	617	882	333	18	349	216
135	514	536	713	203	606	46
379	983	447	883	725	11	689
219	161	255	301	409	789	211
592	324	768	620	417	135	935
538	196	682	273	178	458	981
826	988	882	605	80	150	776
616	476	649	264	349	34	358
101	144	983	866	211	27	101
756	296	312	290	205	824	926
825	541	783	956	96	21	957
538	133	63	717	778	292	880
341	541	828	166	794	235	347
804	570	711	246	625	997	89
936	664	62	129	826	994	39
45	585	205	788	422	917	234
640	132	278	167	253	28	765
815	353	195	154	28	511	111
330	108	343	250	682	11	668
596	790	916	338	438	117	510
72	145	604	199	463	815	61
512	683	168	578	977	421	91
96	197	383	509	473	274	627
103	670	447	902	348	975	795
844	188	67	15	870	943	488
460	946	739	795	326	101	641
843	748	606	432	750	469	237
478	416	28	132	893	994	658
106	899	210	274	811	91	236
783	430	215	87	130	161	484
551	449	132	201	914	183	963
362	577	861	952	382	632	265
517	475	663	569	512	265	689
257	579	21	66	726	233	451
643	53	748	518	471	601	435
38	795	446	680	723	367	138
64	665	97	694	834	114	952
706	701	652	928	448	953	854
410	683	463	638	567	791	231
877	656	111	299	181	5	194
219	388	13	476	302	363	595
870	5	648	749	321	178	760
60	878	489	789	510	371	520
736	941	608	371	787	914	470
448	769	444	350	720	657	199
659	792	785	288	653	252	953
249	557	297	483	914	577	568
952	349	992	518	849	251	606
496	260	517	716	120	56	779
486	190	171	66	574	904	581
650	605	287	415	396	325	92
855	613	217	634	788	447	640
571	761	61	734	479	124	570
705	617	129	662	925	314	17
97	113	235	341	343	354	800
274	292	532	806	86	338	552
149	729	165	548	141	412	707
316	83	953	426	53	969	498
140	718	477	453	60	285	828
990	222	139	402	468	447	103
661	186	839	754	304	253	803
196	982	798	214	576	888	696
897	375	390	775	271	759	807
482	758	360	143	184	915	355
533	573	547	563	660	274	723
513	189	295	84	952	794	462
960	966	323	428	602	501	957
134	50	890	396	959	465	45
415	867	766	879	144	892	94
126	582	124	494	738	735	81
354	908	16	556	829	772	976
933	633	640	487	211	695	696
469	78	597	80	672	220	873
278	51	543	751	359	946	967
344	249	321	398	870	172	705
18	558	768	923	379	221	734
395	140	356	426	338	681	626
984	750	122	251	427	869	856
689	23	700	768	182	243	233
484	830	421	56	574	502	797
799	389	613	882	254	185	134
677	521	58	353	640	262	336
608	519	910	556	140	514	773
923	711	403	640	282	996	760
73	924	762	289	776	232	798
625	908	617	855	892	965	490
454	647	959	369	552	224	853
588	676	690	742	423	326	311
712	327	169	991	791	117	828
177	512	361	932	200	880	548
48	282	605	674	753	160	217
743	890	768	980	131	577	420
520	703	346	743	89	268	609
179	613	44	110	136	950	192
621	441	253	861	128	576	176
313	698	176	771	594	729	292
379	461	740	974	25	769	343
523	786	645	60	15	515	23
291	638	241	309	552	202	723
333	802	207	405	298	502	383
352	55	944	896	417	228	655
892	109	13	256	904	827	210
84	973	875	120	74	278	927
199	160	491	132	354	325	77
757	342	607	140	407	887	762
125	88	163	119	702	826	68
335	622	523	296	297	714	787
701	157	41	305	56	327	779
807	771	127	535	21	906	437
324	527	813	184	975	721	775
679	293	136	936	653	511	878
272	314	755	425	874	340	459
257	27	434	28	153	531	964
342	323	918	925	10	485	551
341	503	365	316	561	79	297
111	197	94	434	886	45	816
890	751	926	264	480	883	359
630	631	719	154	1000	495	497
414	883	168	171	194	263	982
243	939	947	599	111	138	318
67	637	330	226	206	253	806
4	31	337	49	403	293	769
359	228	957	133	485	859	139
797	893	138	24	510	78	550
687	60	9	899	976	190	399
593	669	48	804	499	161	898
803	199	706	942	536	950	648
318	523	697	115	518	977	969
458	959	104	360	305	905	631
950	353	67	121	309	939	593
846	989	750	160	831	826	920
400	522	882	578	625	426	665
709	204	963	926	682	351	133
894	587	807	946	293	187	71
647	887	319	81	253	704	456
376	139	670	588	317	30	809
253	615	307	175	361	418	98
626	441	51	129	756	235	302
276	945	849	62	931	157	687
682	619	824	175	516	693	614
854	932	206	77	927	239	902
332	445	280	801	185	945	406
40	868	471	982	959	693	846
107	338	176	517	614	211	712
996	407	145	713	63	157	933
682	146	977	404	900	488	25
875	439	443	362	940	27	132
683	326	972	321	826	166	407
600	32	282	59	988	236	796
54	439	722	607	467	852	646
157	546	202	882	905	782	146
806	126	807	807	865	532	700
754	792	927	184	532	730	851
698	855	239	907	456	120	416
854	939	683	267	21	879	1000
121	191	42	577	639	896	303
34	513	315	581	563	445	799
90	579	866	904	396	392	73
140	649	321	706	869	169	798
842	637	298	454	255	333	561
962	209	812	254	544	698	807
602	330	821	901	757	957	463
300	126	111	729	124	708	887
908	414	537	916	506	42	631
101	419	339	141	543	850	306
240	136	806	332	489	899	551
936	56	22	651	884	261	840
121	191	90	534	271	732	663
355	911	926	689	539	129	923
844	150	329	37	271	863	88
826	608	443	363	843	153	562
115	260	776	442	219	768	649
675	89	936	609	648	570	538
243	841	350	271	896	105	6
117	241	721	188	901	419	700
547	969	578	644	472	870	61
900	991	121	432	682	592	114
713	532	359	259	88	953	577
76	941	321	437	275	7	219
936	738	137	219	863	285	847
98	799	97	698	236	689	343
397	151	972	522	330	61	136
442	667	201	386	477	158	136
661	353	281	697	302	519	774
742	30	98	129	904	865	18
977	684	500	573	784	384	533
12	907	876	712	448	167	933
384	830	827	251	306	41	987
611	615	986	807	165	937	961
672	306	89	131	462	843	205
782	566	476	133	33	244	729
661	172	105	217	677	10	543
238	153	811	205	805	915	656
311	899	630	662	414	677	343
547	290	550	358	316	473	538
979	698	115	355	775	957	870
626	508	694	372	249	646	128
515	90	410	605	567	19	333
537	445	990	602	257	322	60
102	538	980	481	371	179	310
326	165	300	311	548	236	656
596	324	17	79	271	261	146
684	973	912	932	570	532	331
188	954	489	672	161	126	804
565	887	601	553	841	631	873
265	715	676	212	841	582	323
510	8	902	345	298	266	955
238	497	19	34	752	807	490
30	129	390	828	942	451	264
667	19	215	128	317	928	48
935	209	484	391	155	138	361
347	421	678	628	734	288	309
246	322	544	452	41	472	11
324	8	78	912	107	976	658
153	775	282	261	529	187	503
568	923	764	372	428	914	293
807	57	9	667	768	322	633
416	395	913	707	382	826	238
581	957	174	469	496	996	112
951	621	358	732	673	32	389
679	78	712	236	728	37	656
247	623	835	250	120	670	678
198	199	507	390	48	43	910
534	344	92	973	375	420	626
828	250	723	511	560	275	439
237	991	608	689	746	577	137
345	12	344	709	4	876	793
298	899	38	362	718	628	480
781	306	616	61	100	377	239
154	391	427	900	114	470	29
786	729	603	270	559	499	436
518	77	40	552	907	354	514
256	12	323	287	313	281	541
862	537	229	549	281	7	266
729	585	992	996	665	966	816
826	153	492	158	775	347	463
219	175	656	817	3	540	409
916	810	71	59	898	321	113
714	984	116	300	687	636	729
965	902	62	832	165	280	99
243	810	372	347	645	216	707
348	996	855	336	946	717	576
661	204	590	222	948	262	127
426	385	354	856	830	819	70
263	499	482	971	277	614	442
1000	747	559	961	753	409	644
343	8	738	822	226	277	576
409	391	54	531	435	240	544
123	754	957	657	648	720	718
838	102	72	958	904	469	468
794	717	162	925	164	894	576
378	991	318	913	448	482	317
369	400	338	560	86	400	694
494	641	912	52	117	739	206
896	596	400	257	863	781	836
453	228	625	307	898	109	710
776	739	586	955	635	192	135
69	237	117	885	693	518	174
122	180	10	370	728	598	423
991	797	484	100	599	455	268
873	376	436	653	756	346	175
790	255	407	74	515	234	626
897	252	285	283	95	820	619
600	621	939	541	702	93	529
470	31	335	255	274	795	970
276	319	379	885	888	654	222
209	649	340	162	188	658	649
488	382	7	639	64	642	140
898	551	609	853	436	203	853
511	303	696	485	265	267	607
353	518	847	545	860	252	992
336	59	266	429	183	253	795
271	352	639	309	271	544	180
551	855	243	32	803	677	53
392	527	188	250	983	719	431
563	540	541	978	707	77	421
632	85	604	351	436	710	558
593	782	619	414	831	906	12
929	449	943	773	301	634	842
69	343	111	635	111	627	523
408	482	464	35	784	957	436
304	188	406	592	936	306	270
92	558	895	290	73	724	635
15	139	381	569	260	57	833
840	766	680	793	663	883	655
574	290	169	959	275	128	18
79	414	926	403	104	335	842
407	903	645	165	716	317	639
960	101	574	176	680	212	980
101	101	111	111	111	111	111
388	453	441	546	688	738	872
360	617	4	809	405	943	497
757	694	512	445	834	689	625
168	898	775	105	569	790	15
232	39	708	428	960	396	221
221	257	278	758	29	569	986
616	689	627	640	398	722	515
9	634	291	860	488	915	301
891	937	466	295	613	808	124
355	17	48	39	14	410	410
919	76	32	266	722	79	717
422	805	889	699	484	918	981
581	541	22	61	705	304	906
991	780	629	195	288	286	429
460	429	27	323	339	811	532
947	276	407	767	935	719	80
856	915	815	704	661	14	322
175	458	980	276	686	71	797
378	706	603	544	105	896	946
941	403	232	304	438	51	540
301	827	398	971	805	67	668
895	595	335	525	485	838	452
412	33	910	954	11	429	34
613	55	554	296	535	864	849
655	460	83	111	522	436	117
100	787	417	616	243	853	378
253	86	934	541	741	917	101
301	154	199	78	188	628	45
166	434	952	519	650	507	196
829	691	814	659	56	218	550
390	474	997	348	299	27	877
422	365	45	208	74	658	551
281	423	949	349	143	732	942
492	506	878	447	763	154	108
175	124	637	446	928	28	890
449	294	355	11	10	734	323
961	619	906	483	850	889	257
293	580	756	587	906	941	292
159	300	136	489	632	937	23
339	271	762	543	287	940	259
740	191	705	895	307	505	103
382	330	309	314	92	531	887
822	961	750	25	988	884	846
324	205	449	78	566	205	666
339	203	969	479	237	296	147
571	367	523	404	843	400	438
570	239	286	770	780	40	938
549	403	604	410	812	206	47
862	777	634	366	146	921	217
926	101	780	721	70	285	494
962	134	399	928	900	816	224
733	775	234	752	625	356	453
131	116	809	966	856	150	535
687	753	413	830	82	134	87
634	391	540	899	582	71	239
967	469	504	591	463	812	865
725	51	640	460	555	379	536
211	933	94	116	526	18	377
466	22	511	206	844	284	21
831	356	873	43	288	188	140
979	318	612	373	722	649	291
458	650	156	355	519	311	845
37	887	856	67	994	761	110
36	234	758	413	125	703	651
329	903	76	649	673	931	735
696	846	336	580	220	774	88
627	266	50	292	921	893	992
819	513	541	402	509	714	769
207	632	958	754	19	560	968
566	128	138	874	604	993	855
582	421	45	641	142	616	237
318	737	497	139	427	490	290
160	171	748	155	545	353	393
574	938	259	100	810	268	619
223	594	624	935	713	524	899
479	126	779	759	928	239	304
485	996	228	564	143	545	20
703	475	599	511	381	184	862
521	277	742	569	657	619	437
49	567	796	484	633	466	440
678	270	571	44	61	180	375
626	203	379	736	366	535	50
714	335	828	15	28	587	638
158	809	54	508	744	696	937
477	126	576	970	591	559	925
843	149	939	413	505	678	448
330	664	755	931	501	488	54
722	476	545	455	483	680	99
699	202	681	992	357	317	764
867	150	223	192	492	116	353
643	564	28	533	214	487	1
384	295	152	411	235	86	613
99	183	162	608	893	845	872
692	849	710	176	820	662	185
975	173	502	19	560	22	104
422	584	312	299	743	236	276
872	614	907	141	55	611	320
49	717	543	210	341	432	504
401	719	230	182	575	593	418
367	346	157	765	212	746	959
995	736	647	564	846	102	561
932	142	271	357	77	981	709
700	235	516	563	846	655	499
650	182	219	895	939	715	490
873	529	630	144	781	424	938
827	238	512	843	866	885	179
427	68	272	862	137	930	865
989	64	527	482	289	891	148
572	881	406	209	160	924	932
223	556	294	984	674	936	768
834	578	574	8	728	977	78
901	978	430	642	584	918	125
364	904	611	433	826	739	930
503	623	698	876	695	841	102
662	217	59	648	727	914	658
272	514	86	909	281	716	304
993	302	663	672	960	204	509
169	800	161	325	453	779	933
396	694	746	108	781	738	675
81	100	81	100	81	81	81
417	768	115	613	978	142	294
187	796	408	365	15	220	87
676	368	749	695	282	722	186
807	654	974	407	985	76	844
515	78	969	159	649	751	424
283	435	356	308	110	643	98
900	916	353	211	781	886	751
675	402	590	149	784	942	460
753	73	572	745	906	457	52
724	818	540	193	441	721	20
917	326	406	447	681	401	540
139	343	46	532	170	362	986
727	248	896	521	698	636	757
818	164	83	804	725	8	176
373	592	113	464	365	98	918
743	789	231	826	793	10	994
606	919	532	535	225	331	98
999	313	850	234	578	146	785
488	853	755	250	784	183	843
482	574	90	168	489	950	305
592	222	800	34	815	378	438
296	957	574	256	327	253	209
721	824	324	253	776	101	315
335	894	421	285	111	261	924
711	419	39	160	405	316	149
78	235	328	572	702	250	768
653	638	571	415	538	813	757
483	262	696	902	113	157	389
321	136	854	733	646	686	550
380	449	240	495	455	857	333
518	925	895	783	405	617	239
607	764	973	30	388	56	153
151	477	69	251	676	932	183
356	997	209	440	609	773	224
496	517	915	190	265	661	500
478	328	800	879	150	716	184
937	115	513	271	18	400	198
294	355	37	88	335	933	838
205	393	750	761	52	373	327
927	680	96	131	477	105	769
542	820	879	51	160	524	108
898	231	829	747	417	654	559
899	905	245	868	786	566	823
53	459	311	122	102	737	119
441	616	85	158	357	894	290
123	606	915	479	416	706	224
239	57	978	827	692	487	141
458	465	734	931	68	421	76
909	63	46	324	803	716	114
693	212	870	219	614	455	114
460	166	524	847	313	69	402
335	55	215	868	168	617	317
463	992	507	738	937	965	787
490	810	796	942	282	377	531
857	33	669	564	889	213	516
739	223	830	115	758	894	134
447	247	212	591	535	960	450
47	47	120	120	47	120	120
85	910	494	6	583	34	547
597	262	915	756	13	846	930
637	195	457	23	985	278	18
356	929	923	592	719	675	50
816	133	507	251	99	987	370
120	151	153	809	607	200	501
905	137	477	990	132	179	299
142	85	417	566	441	56	578
130	209	324	633	960	796	247
939	738	343	576	311	619	413
595	137	651	340	354	14	963
874	349	249	715	525	58	576
644	730	693	982	237	713	894
77	176	934	378	586	888	650
854	370	582	2	530	564	121
327	504	780	625	699	251	604
345	832	886	303	71	385	260
78	623	500	977	754	737	932
654	594	461	693	187	834	586
649	811	254	421	136	430	43
871	723	32	818	488	725	472
67	67	67	67	67	67	67
886	975	144	832	321	32	516
528	84	354	256	520	70	724
355	132	435	317	166	856	151
346	635	626	92	28	560	333
962	74	317	850	161	36	826
50	111	50	111	111	111	111
346	42	776	423	614	279	111
744	190	732	708	527	389	241
222	754	942	512	184	989	424
163	262	122	411	509	381	929
207	95	252	999	190	858	937
81	65	347	670	21	859	437
20	997	218	31	578	85	326
74	278	850	632	624	262	395
544	452	450	732	815	168	213
101	274	856	92	90	628	418
513	546	179	899	196	394	477
61	424	721	823	10	250	441
10	838	708	268	177	777	208
130	222	189	264	834	342	871
587	863	446	214	331	270	113
113	241	689	43	950	595	173
509	311	246	227	470	446	791
517	28	350	135	332	465	718
449	169	192	448	481	191	615
33	342	419	101	58	976	464
141	136	729	989	565	394	510
202	639	263	669	176	1	552
233	434	706	10	952	65	569
44	256	202	312	587	652	824
260	999	701	534	360	484	530
712	216	566	129	833	753	544
351	548	84	88	490	338	589
643	558	604	384	322	141	288
830	961	550	32	376	306	415
319	478	897	292	11	759	292
688	17	471	908	568	885	40
715	231	341	593	511	544	429
537	205	207	346	829	323	854
881	63	908	700	759	393	853
697	749	762	587	782	832	86
135	95	706	905	223	106	155
998	914	894	736	867	781	884
646	582	870	613	551	521	424
640	223	386	488	327	540	107
749	735	669	618	662	557	789
421	886	883	273	738	265	586
262	455	381	796	340	38	282
932	990	209	670	412	409	703
1000	539	389	443	381	24	85
618	227	782	163	681	514	321
426	206	497	131	90	575	705
11	356	163	728	451	441	726
303	23	480	444	115	753	927
488	694	945	483	493	7	2
11	630	466	805	362	101	320
673	980	393	797	116	15	533
517	857	646	213	258	496	199
44	976	371	667	843	942	906
333	847	603	224	928	519	921
759	422	252	27	321	769	490
935	285	481	287	176	253	416
721	788	905	64	598	610	555
2	527	888	267	968	914	935
181	309	817	738	598	87	16
765	137	873	371	58	829	528
880	253	711	734	394	378	54
995	697	820	593	259	77	284
253	546	747	96	41	160	638
700	837	177	263	258	669	675
352	535	14	144	499	217	759
152	912	187	948	155	616	355
802	469	527	380	55	500	693
204	428	512	690	754	39	911
357	669	600	193	204	929	73
642	420	551	757	7	46	975
594	615	542	985	83	63	464
732	637	686	438	536	296	212
44	117	251	666	348	938	596
70	446	606	342	700	755	626
74	609	207	395	466	768	712
324	260	89	21	688	743	542
53	73	535	275	455	891	147
462	558	722	901	986	197	38
454	840	813	40	398	82	26
582	672	386	982	78	502	775
884	582	119	656	55	378	479
770	487	261	971	912	600	893
989	275	722	279	560	833	930
836	555	880	31	80	556	40
693	140	980	742	121	383	623
322	656	726	860	149	401	652
633	302	376	713	969	776	8
643	934	630	166	171	865	341
910	260	315	75	302	390	608
4	6	6	4	4	6	4
602	990	467	131	441	479	879
112	819	771	733	722	866	126
355	615	808	145	259	877	736
857	628	787	127	502	364	302
28	682	713	414	518	720	54
231	371	756	215	58	901	443
452	775	911	952	250	609	240
901	737	629	824	591	801	663
821	888	13	115	234	192	79
33	111	238	711	161	244	433
838	557	255	565	996	571	347
45	236	983	882	175	332	774
368	777	51	513	539	657	56
228	121	635	342	12	517	817
718	733	899	933	722	265	67
506	871	247	269	881	32	902
385	251	903	48	180	663	609
65	938	45	406	203	780	66
18	265	57	75	818	816	996
812	350	347	83	256	343	891
38	874	683	15	291	899	32
852	807	515	411	786	246	690
811	303	267	176	655	775	41
236	691	172	295	315	16	655
172	145	645	179	576	463	910
630	247	88	955	860	405	206
107	506	93	61	95	451	569
902	140	308	412	333	506	806
894	42	942	983	358	895	294
